totalGamesPlayed;gamesWonInSeries;movesInSeries;correctMovesInSeries;cellsToUnCoverInSeries;
121000;566;14702;0;6698;
122000;548;14782;0;6732;
123000;571;14564;0;6540;
124000;549;14398;0;6819;
125000;587;14928;0;6074;
126000;598;14973;0;5731;
127000;525;14752;0;7396;
128000;526;14625;0;6687;
129000;551;14530;0;7181;
130000;565;14605;0;6840;
131000;543;14693;0;6662;
132000;549;14689;0;6824;
133000;563;14760;0;6947;
134000;546;14815;0;6543;
135000;589;14902;0;6043;
136000;569;14896;0;6204;
137000;563;15214;0;6219;
138000;571;14987;0;6612;
139000;566;14715;0;6678;
140000;544;14575;0;7263;
141000;568;14948;0;6921;
142000;563;15047;0;6120;
143000;578;14870;0;6329;
144000;524;14712;0;6991;
145000;560;14539;0;6332;
146000;560;14903;0;6975;
147000;557;14979;0;6565;
148000;551;14582;0;6472;
149000;562;15052;0;5944;
150000;571;15360;0;6570;
151000;559;15145;0;6980;
152000;558;14920;0;5919;
153000;567;14482;0;7264;
154000;535;14563;0;6787;
155000;542;14567;0;6973;
156000;577;14510;0;6590;
157000;566;14785;0;6246;
158000;578;14836;0;6529;
159000;587;15091;0;5601;
160000;539;14594;0;6977;
161000;554;14399;0;7198;
162000;530;14553;0;7529;
163000;600;15233;0;5941;
164000;610;15170;0;6519;
165000;576;14964;0;6149;
166000;602;15099;0;5538;
167000;578;15100;0;6421;
168000;598;15179;0;5922;
169000;587;15077;0;6016;
170000;575;15158;0;6741;
171000;599;14859;0;6327;
172000;573;15032;0;6454;
173000;581;14995;0;6724;
174000;574;15502;0;6249;
175000;600;15014;0;5380;
176000;582;15027;0;5762;
177000;608;15221;0;5614;
178000;597;15263;0;6365;
179000;574;14739;0;6614;
180000;586;14832;0;6517;
181000;571;15211;0;6578;
182000;593;15071;0;5523;
183000;573;15317;0;6069;
184000;562;14665;0;6830;
185000;588;15058;0;6387;
186000;563;14845;0;6905;
187000;563;14385;0;6692;
188000;584;14815;0;5870;
189000;571;15324;0;5984;
190000;564;14834;0;7028;
191000;562;14796;0;6516;
192000;554;14974;0;6752;
193000;606;15249;0;5919;
194000;571;14993;0;6017;
195000;600;15223;0;6189;
196000;595;15023;0;6283;
197000;562;15222;0;5710;
198000;573;15171;0;6117;
199000;567;14929;0;5972;
200000;627;15385;0;5470;
201000;573;15044;0;6309;
202000;585;15008;0;6279;
203000;566;14931;0;6442;
204000;608;15374;0;5527;
205000;580;15439;0;5880;
206000;589;15112;0;6005;
207000;562;15295;0;5922;
208000;587;15168;0;5997;
209000;554;15022;0;6798;
210000;560;14755;0;7340;
211000;586;14785;0;6542;
212000;570;14909;0;6346;
213000;588;15050;0;5894;
214000;553;15174;0;6267;
215000;578;15184;0;5919;
216000;590;15277;0;6035;
217000;587;14685;0;6393;
218000;609;14873;0;6057;
219000;584;14888;0;6209;
220000;575;14841;0;6432;
221000;595;14727;0;6510;
222000;603;15250;0;6316;
223000;602;14978;0;6329;
224000;567;14716;0;6388;
225000;617;15225;0;5940;
226000;593;15041;0;5538;
227000;582;14900;0;6239;
228000;615;15220;0;5599;
229000;608;15362;0;5466;
230000;632;15599;0;5890;
231000;568;15046;0;6266;
232000;572;14989;0;6181;
233000;558;14716;0;6896;
234000;590;14757;0;5794;
235000;604;15287;0;5947;
236000;554;14728;0;6601;
237000;583;15133;0;6228;
238000;583;15160;0;6057;
239000;582;14890;0;6029;
240000;609;15445;0;5578;
241000;640;15171;0;5594;
242000;604;15279;0;5645;
243000;602;15191;0;5767;
244000;543;14959;0;6114;
245000;605;15131;0;5247;
246000;606;14921;0;5460;
247000;611;14996;0;5698;
248000;588;14726;0;6589;
249000;572;15126;0;6173;
250000;589;15041;0;5972;
251000;632;15703;0;5552;
252000;618;14949;0;6308;
253000;588;14916;0;6409;
254000;606;15291;0;5604;
255000;610;15172;0;6140;
256000;581;14874;0;5935;
257000;599;14992;0;6025;
258000;575;14920;0;6203;
259000;596;14903;0;5409;
260000;553;14698;0;6606;
261000;587;14784;0;6596;
262000;572;14897;0;6260;
263000;579;15069;0;6130;
264000;616;15006;0;5588;
265000;615;15685;0;5269;
266000;598;14917;0;6016;
267000;590;15188;0;5927;
268000;560;14926;0;7105;
269000;557;14739;0;6476;
270000;608;15108;0;6142;
271000;580;14612;0;6921;
272000;584;14945;0;6508;
273000;609;15213;0;5789;
274000;601;14989;0;5716;
275000;613;15407;0;5665;
276000;611;15238;0;5944;
277000;615;15221;0;5928;
278000;588;15119;0;5772;
279000;552;14563;0;7066;
280000;562;14829;0;6745;
281000;587;14810;0;5836;
282000;573;14818;0;6355;
283000;619;15482;0;5574;
284000;579;15315;0;5981;
285000;579;14635;0;5708;
286000;623;14751;0;5270;
287000;580;15136;0;5670;
288000;570;15235;0;6014;
289000;595;15154;0;5860;
290000;577;14875;0;6845;
291000;621;15188;0;5777;
292000;574;15042;0;5936;
293000;581;14996;0;5795;
294000;584;14955;0;5931;
295000;582;14738;0;6301;
296000;608;15490;0;5753;
297000;595;15214;0;6137;
298000;583;14815;0;6420;
299000;571;15262;0;5853;
300000;556;14883;0;6868;
301000;595;15201;0;5856;
302000;636;15430;0;5483;
303000;626;15324;0;6018;
304000;599;15194;0;5422;
305000;593;15141;0;5905;
306000;565;14955;0;6070;
307000;594;14761;0;6647;
308000;574;14883;0;6153;
309000;584;14963;0;6468;
310000;571;14420;0;6488;
311000;574;14897;0;5877;
312000;610;15585;0;5774;
313000;609;15314;0;5838;
314000;585;15131;0;6802;
315000;624;15473;0;4977;
316000;611;15078;0;6558;
317000;576;14547;0;6785;
318000;599;15236;0;6267;
319000;616;15193;0;5798;
320000;581;15299;0;5899;
321000;583;15248;0;5701;
322000;607;15344;0;5805;
323000;576;14858;0;6052;
324000;539;14763;0;6394;
325000;583;15053;0;5895;
326000;593;15165;0;5811;
327000;586;15127;0;5338;
328000;602;15333;0;5412;
329000;612;15417;0;5586;
330000;589;15123;0;5906;
331000;580;15125;0;6374;
332000;587;15339;0;5335;
333000;611;14934;0;5902;
334000;591;14907;0;5240;
335000;598;15434;0;6310;
336000;605;15214;0;5485;
337000;607;15163;0;5914;
338000;626;15194;0;5949;
339000;645;15868;0;5321;
340000;600;15274;0;5537;
341000;605;15379;0;5317;
342000;606;15422;0;5603;
343000;621;15277;0;5257;
344000;616;15293;0;5309;
345000;628;15228;0;5465;
346000;580;14829;0;6605;
347000;592;15180;0;5968;
348000;605;15056;0;5778;
349000;553;14525;0;6430;
350000;594;14859;0;5852;
351000;587;15144;0;5456;
352000;618;15051;0;5832;
353000;620;15196;0;6129;
354000;557;14829;0;6801;
355000;574;14769;0;6318;
356000;596;15286;0;6489;
357000;573;15033;0;5589;
358000;569;15021;0;6175;
359000;584;15021;0;5878;
360000;614;15200;0;5355;
361000;594;15246;0;6304;
362000;592;15009;0;5332;
363000;567;14714;0;6036;
364000;615;15074;0;5739;
365000;589;15271;0;5935;
366000;593;15259;0;6107;
367000;623;15789;0;5133;
368000;599;15180;0;5558;
369000;612;15243;0;5582;
370000;634;15346;0;5987;
371000;583;14855;0;5851;
372000;591;15585;0;5626;
373000;602;14950;0;5738;
374000;575;15250;0;5821;
375000;570;14618;0;5995;
376000;622;15351;0;5633;
377000;586;14532;0;6469;
378000;588;14946;0;5497;
379000;578;15305;0;5804;
380000;564;14701;0;6145;
381000;560;14776;0;6270;
382000;587;15012;0;6669;
383000;591;15512;0;5774;
384000;599;14959;0;5809;
385000;591;15099;0;6603;
386000;568;14614;0;6132;
387000;612;15170;0;5520;
388000;587;15291;0;5753;
389000;599;15266;0;5628;
390000;612;15293;0;5180;
391000;604;14990;0;5995;
392000;579;15072;0;5683;
393000;588;15157;0;5921;
394000;583;14944;0;5686;
395000;567;14750;0;6436;
396000;598;15167;0;5389;
397000;595;14998;0;5846;
398000;601;15117;0;5934;
399000;608;15217;0;5160;
400000;588;14961;0;6044;
401000;568;14709;0;6669;
402000;622;15447;0;4958;
403000;621;15099;0;5393;
404000;603;14707;0;5895;
405000;579;15068;0;6553;
406000;599;15139;0;5896;
407000;634;15582;0;4482;
408000;586;15051;0;6289;
409000;620;14959;0;5572;
410000;643;15454;0;5617;
411000;583;15504;0;5520;
412000;587;15299;0;5711;
413000;584;15032;0;5934;
414000;586;14986;0;5924;
415000;601;14929;0;5704;
416000;609;15023;0;6304;
417000;582;14815;0;6155;
418000;584;14766;0;5484;
419000;551;14909;0;6757;
420000;572;14604;0;6703;
421000;600;15069;0;5769;
422000;576;14970;0;5522;
423000;571;14705;0;6337;
424000;583;15193;0;5543;
425000;599;15168;0;5667;
426000;560;14933;0;6430;
427000;558;14596;0;6532;
428000;601;14917;0;5865;
429000;576;14725;0;6430;
430000;576;14643;0;6022;
431000;588;14754;0;6276;
432000;611;15213;0;5597;
433000;609;15092;0;5393;
434000;629;15335;0;4993;
435000;600;15214;0;5591;
436000;623;15260;0;5710;
437000;633;15472;0;5298;
438000;583;15028;0;6535;
439000;579;14965;0;5809;
440000;604;15171;0;6004;
441000;579;15130;0;5978;
442000;569;14836;0;6296;
443000;619;14960;0;5454;
444000;618;15199;0;5410;
445000;606;15110;0;5850;
446000;626;15067;0;5481;
447000;594;15320;0;5975;
448000;638;15455;0;5035;
449000;617;15465;0;5094;
450000;576;15260;0;6348;
451000;587;14929;0;5931;
452000;573;14694;0;6014;
453000;591;15222;0;6063;
454000;599;15082;0;5679;
455000;613;15352;0;5583;
456000;591;15246;0;5508;
457000;605;15067;0;5625;
458000;598;15312;0;5651;
459000;619;15405;0;5257;
460000;569;14717;0;6007;
461000;541;14541;0;6825;
462000;576;14937;0;6296;
463000;626;15332;0;5940;
464000;580;14822;0;6906;
465000;590;15265;0;5608;
466000;600;15315;0;5538;
467000;608;15120;0;5650;
468000;596;15025;0;5481;
469000;543;14736;0;6148;
470000;575;15124;0;6188;
471000;591;14752;0;6171;
472000;623;15166;0;5934;
473000;601;15097;0;5529;
474000;599;15065;0;5570;
475000;609;15460;0;5517;
476000;591;15426;0;5532;
477000;634;15238;0;5722;
478000;577;15163;0;6020;
479000;599;15396;0;5260;
480000;602;15437;0;5458;
481000;563;14790;0;5749;
482000;563;14978;0;6196;
483000;578;14799;0;6284;
484000;618;15164;0;5248;
485000;644;15811;0;4857;
486000;613;15830;0;5163;
487000;578;15013;0;5749;
488000;602;15413;0;5762;
489000;627;15481;0;4884;
490000;570;14978;0;6076;
491000;578;15030;0;5893;
492000;608;15004;0;6131;
493000;556;14503;0;6630;
494000;594;14731;0;6101;
495000;602;14996;0;5707;
496000;586;15000;0;5934;
497000;606;15153;0;5294;
498000;602;15459;0;4959;
499000;577;14951;0;6192;
500000;561;14850;0;6218;
501000;613;15132;0;5366;
502000;590;14868;0;6267;
503000;571;14825;0;6101;
504000;598;15063;0;6123;
505000;622;15342;0;5225;
506000;646;15050;0;5381;
507000;591;14824;0;6223;
508000;627;15318;0;5375;
509000;575;14900;0;6139;
510000;580;15239;0;5730;
511000;612;15423;0;5512;
512000;631;15061;0;5682;
513000;601;14957;0;6529;
514000;598;14906;0;5722;
515000;594;15213;0;5865;
516000;596;14692;0;5696;
517000;571;14901;0;6043;
518000;596;15150;0;5602;
519000;596;15184;0;6135;
520000;611;15498;0;5194;
521000;586;14808;0;6138;
522000;599;14667;0;5957;
523000;571;14791;0;6061;
524000;573;14746;0;6125;
525000;574;15129;0;5721;
526000;591;14848;0;5470;
527000;564;15041;0;6333;
528000;625;15289;0;5475;
529000;604;15051;0;5810;
530000;584;15087;0;5933;
531000;592;15045;0;6135;
532000;566;14643;0;5956;
533000;591;14762;0;6015;
534000;572;14813;0;6512;
535000;574;14883;0;6332;
536000;623;15164;0;5628;
537000;586;14736;0;6395;
538000;626;15229;0;4821;
539000;583;14743;0;5801;
540000;592;14983;0;6500;
541000;626;14968;0;5561;
542000;604;15122;0;5654;
543000;621;15553;0;5168;
544000;607;15422;0;5250;
545000;598;15017;0;5769;
546000;570;15224;0;6133;
547000;600;15087;0;5462;
548000;576;14981;0;5690;
549000;576;15229;0;5852;
550000;583;14978;0;5741;
551000;627;15370;0;5174;
552000;590;15112;0;5359;
553000;621;15518;0;5419;
554000;612;15259;0;5543;
555000;582;14931;0;6287;
556000;606;15093;0;5845;
557000;589;14735;0;6282;
558000;588;14801;0;5723;
559000;560;14408;0;6649;
560000;545;14743;0;6528;
561000;591;14916;0;6138;
562000;615;15339;0;5492;
563000;617;15414;0;5111;
564000;601;15380;0;5552;
565000;594;14842;0;5728;
566000;599;14934;0;5819;
567000;586;14997;0;6063;
568000;584;14706;0;5854;
569000;563;14452;0;6602;
570000;547;14497;0;6977;
571000;589;14984;0;5849;
572000;607;15219;0;5846;
573000;612;15101;0;5748;
574000;560;15048;0;6308;
575000;614;14906;0;5453;
576000;555;14511;0;6457;
577000;602;15210;0;5258;
578000;562;14537;0;5761;
579000;543;14707;0;6645;
580000;587;14442;0;6634;
581000;585;14845;0;6048;
582000;586;15050;0;5882;
583000;580;14950;0;5744;
584000;581;15049;0;6311;
585000;565;14575;0;6198;
586000;567;14612;0;6150;
587000;574;15019;0;5704;
588000;595;15337;0;5568;
589000;565;14872;0;6259;
590000;552;14857;0;6026;
591000;579;14669;0;6235;
592000;603;15028;0;5698;
593000;590;15234;0;5730;
594000;565;14781;0;6203;
595000;551;14495;0;6496;
596000;582;15187;0;5557;
597000;617;15512;0;5104;
598000;582;14613;0;6614;
599000;603;15166;0;5147;
600000;593;15046;0;5607;
601000;566;14621;0;5748;
602000;587;15158;0;5502;
603000;568;14968;0;6115;
604000;585;14473;0;6378;
605000;603;15143;0;5433;
606000;607;15157;0;5347;
607000;585;14956;0;6457;
608000;615;15403;0;5247;
609000;564;14649;0;5827;
610000;561;14766;0;6082;
611000;591;14958;0;5788;
612000;567;15251;0;5883;
613000;606;15129;0;5373;
614000;569;14724;0;6338;
615000;613;15170;0;5293;
616000;602;15140;0;5802;
617000;549;15029;0;6261;
618000;599;14742;0;5935;
619000;556;14854;0;6307;
620000;626;15173;0;5583;
621000;607;15027;0;5332;
622000;600;14688;0;6323;
623000;553;14336;0;6337;
624000;555;14348;0;6218;
